,Dmean,SP-3,SP-4,SP-5,MPC2,MPC3,MPC4,piPC2,MWC2,MWC3,MWC4,MWC5,MWC6,SRW4,SRW6,SRW8
0,-5.133333333333333,-1.5190805,-1.4923248,-1.5723594,-1.3114302,-1.3860875,-1.3522317,-1.9171009,-1.8483211,-1.7158245,-1.5113801,-1.3963687,-1.2464987,-1.7797754,-1.4909618,-1.2381387
1,-7.166666666666667,0.12117441,0.35356218,0.41356704,0.042838104,0.2975592,0.4888248,0.6761317,0.29382733,0.3678889,0.40719104,0.4760975,0.519325,0.2873541,0.34592453,0.43343532
2,-6.833333333333333,-0.41126952,-0.26118898,-0.21352358,-0.4259471,-0.34724164,-0.25754952,0.42555365,-0.2127389,-0.1490463,-0.1152846,-0.07362401,-0.047616117,-0.20328788,-0.12939826,-0.05319801
3,-10.466666666666667,3.1833873,3.2033114,2.9885926,3.1159854,3.2708075,3.2255306,1.2835181,1.9156238,1.8816979,1.8643318,1.8167309,1.791416,1.9135531,1.900492,1.8626918
4,-5.8,-1.0906638,-1.0012388,-0.9308494,-1.1551685,-1.0278648,-0.9541655,-0.6159158,-1.3205874,-1.2031709,-1.164735,-1.0790323,-1.0462581,-1.3129966,-1.1852673,-1.0300072
5,-7.0,0.23578697,0.4419887,0.5553384,0.35536158,0.4408483,0.6132205,0.4664934,0.5035434,0.5728646,0.6207748,0.6668514,0.7006604,0.5138475,0.5876125,0.6531416
6,-9.633333333333333,2.0488532,2.077077,2.2058861,1.8658916,2.124495,2.1308482,1.3745857,1.4249606,1.4295939,1.4132345,1.3969494,1.3767388,1.4199494,1.4252621,1.4061699
7,-9.4,1.6142639,1.6724817,1.7224836,1.5012809,1.7304499,1.8322984,1.178508,1.2167034,1.2476742,1.2733139,1.2793672,1.2908888,1.2241497,1.282027,1.3183193
8,-5.333333333333333,-0.6974449,-0.80058694,-0.7277471,-0.73847055,-0.7771089,-0.8297698,-0.56682515,-0.52883655,-0.55984944,-0.60920435,-0.61809754,-0.6533443,-0.5489297,-0.6205087,-0.66838115
9,-4.666666666666667,-1.3267184,-1.3675107,-1.2818604,-1.3635174,-1.314443,-1.2775943,-1.5436863,-1.8483211,-1.7876699,-1.7624943,-1.7053492,-1.6873965,-1.8337168,-1.7352834,-1.6186812
10,-7.599999999999999,0.0012198233,0.050427888,0.04994229,-0.06133638,0.0468033,0.065879345,0.5584846,0.14972661,0.21613783,0.26125264,0.3064085,0.33935288,0.16267294,0.26595053,0.36597553
11,-4.533333333333333,-1.1456735,-1.0445919,-1.089464,-1.2072557,-1.0636871,-0.9790446,-1.0196015,-1.456821,-1.3106762,-1.2500567,-1.1457281,-1.0974159,-1.4409946,-1.3221215,-1.1808742
12,-8.033333333333333,0.51494974,0.43704617,0.43554646,0.5637105,0.36920375,0.24003334,0.9476824,0.71440935,0.6448995,0.5899872,0.52990115,0.47902796,0.7017323,0.61824524,0.5284076
13,-7.466666666666666,0.43843856,0.45325112,0.38484704,0.30327433,0.40502602,0.36442906,0.72341573,0.5035434,0.5262474,0.5084949,0.50944155,0.48960903,0.49856442,0.49513048,0.48453707
14,-7.2,0.10001825,0.04943556,0.102057874,-0.009249136,0.0468033,0.016121065,0.23629545,0.23751076,0.26088965,0.2527394,0.26478225,0.25816914,0.23495357,0.2522373,0.26853907
15,-5.466666666666666,-0.5869456,-0.7731883,-0.7041279,-0.6863833,-0.7771089,-0.87952805,-0.42724073,-0.40396455,-0.48984674,-0.6018921,-0.6603117,-0.74377584,-0.4433529,-0.6088801,-0.7475141
16,-7.5,0.5333221,0.48937377,0.41655543,0.5637105,0.40502602,0.28979164,0.69401175,0.71440935,0.6536937,0.6037445,0.55007863,0.5058505,0.7017323,0.62650275,0.55233526
17,-7.466666666666666,0.77216506,1.0051038,1.0778396,0.667885,0.9781823,1.1854408,0.7523385,0.736438,0.8127086,0.8506941,0.8937092,0.91741514,0.7424867,0.79597175,0.8418434
18,-5.533333333333334,-1.0952343,-1.3768425,-1.4536858,-1.2593429,-1.2069762,-1.3024735,-2.0242336,-1.5288445,-1.485812,-1.5113801,-1.4637234,-1.4745011,-1.5315752,-1.4909618,-1.4437062
19,-6.400000000000001,-0.4332298,-0.39204946,-0.2254416,-0.47803432,-0.34724164,-0.25754952,0.032950837,-0.2869021,-0.19170086,-0.1423955,-0.0674949,-0.02823988,-0.2720663,-0.18674766,-0.11334793
20,-6.599999999999999,-0.59078085,-0.4230269,-0.3273612,-0.63429606,-0.45470846,-0.3073078,-0.0018709155,-0.48628017,-0.35791063,-0.28532842,-0.19302702,-0.14045846,-0.46918285,-0.35182646,-0.22302838
21,-7.533333333333334,0.16336063,0.24256699,0.4363835,0.042838104,0.22591464,0.28979164,0.32616994,0.2658802,0.33648777,0.3560188,0.3966859,0.40705946,0.27005282,0.36210972,0.445713
22,-7.8,0.16336063,0.24256699,0.4363835,0.042838104,0.22591464,0.28979164,0.32616994,0.2658802,0.33648777,0.3560188,0.3966859,0.40705946,0.27005282,0.36210972,0.445713
23,-7.3,0.43724748,0.7309696,1.1463922,0.40744883,0.9065378,1.3347157,0.35513997,0.47857824,0.6624431,0.8060809,0.9425115,1.0499427,0.5138475,0.75075334,0.9842203
24,-6.099999999999999,-0.025452957,0.050831474,0.06358522,-0.06133638,0.0468033,0.14051677,0.35513997,0.1794478,0.22743602,0.26549256,0.3111361,0.34522197,0.18101133,0.22796264,0.288194
25,-5.566666666666667,-0.80520844,-0.91387576,-0.99682844,-0.8947323,-0.6696421,-0.70537406,-1.3077166,-1.017932,-0.7485588,-0.5587094,-0.3624499,-0.22843489,-0.94124687,-0.5407761,-0.21301416
26,-5.8999999999999995,-0.5869456,-0.7731883,-0.7041279,-0.6863833,-0.7771089,-0.87952805,-0.42724073,-0.40396455,-0.48984674,-0.6018921,-0.6603117,-0.74377584,-0.4433529,-0.6088801,-0.7475141
27,-5.466666666666666,0.47230065,-0.2111118,-0.33646816,0.35536158,-0.13230804,-0.58097833,0.18958361,0.6921191,0.46857193,0.26125264,0.09079404,-0.07361938,0.63172793,0.29974386,-0.015633442
28,-7.066666666666666,1.3128936,1.3605133,1.3668075,1.4491936,1.4438717,1.558628,0.9373785,1.1996818,1.1845962,1.2090373,1.1976583,1.2139525,1.2033689,1.1908985,1.1523615
29,-6.933333333333334,-0.4846157,-0.6075931,-0.57390326,-0.5822088,-0.5621753,-0.63073665,-0.010684527,-0.364125,-0.34211367,-0.36504892,-0.350028,-0.36707485,-0.36797756,-0.35679403,-0.3524705
30,-7.0,-0.3405281,-0.13883843,-0.40824595,-0.16551086,-0.34724164,-0.3073078,0.45295215,0.088830754,0.03701421,0.043231357,-0.0017172341,0.008208789,0.087426126,0.058914047,0.0323048
31,-6.133333333333333,-0.43197492,-0.3631057,-0.40558642,-0.4259471,-0.41888618,-0.3570661,0.20529215,-0.17673047,-0.16314626,-0.16997463,-0.15790464,-0.16065525,-0.18092258,-0.23225631,-0.27414134
32,-6.099999999999999,-0.49195388,-0.48783034,-0.35871184,-0.47803432,-0.49053073,-0.48146176,-0.42724073,-0.24945354,-0.2354488,-0.21511994,-0.19302702,-0.17428762,-0.24885187,-0.20934542,-0.16314243
33,-6.966666666666666,-0.0006238757,-0.05164361,0.08557413,-0.009249136,-0.13230804,-0.18291208,0.281804,0.29382733,0.22743602,0.15596655,0.10716689,0.05462148,0.27005282,0.16385442,0.064335704
34,-6.7,0.16119754,0.41374803,0.25427538,0.19909984,0.2975592,0.46394566,0.6398189,0.4016205,0.4389858,0.4754369,0.50531507,0.5357282,0.40409514,0.42531246,0.45841753
35,-7.400000000000001,0.43834645,0.4440912,0.50122267,0.30327433,0.36920375,0.33954993,0.63369375,0.5281808,0.5262474,0.49021423,0.48170766,0.45761535,0.5138475,0.4891746,0.47257954
36,-7.5,-0.14354704,-0.15062438,-0.3212435,-0.16551086,-0.2039526,-0.25754952,0.4461419,0.088830754,0.08664879,0.06258304,0.048099265,0.020888854,0.087426126,0.03553384,-0.036876455
37,-7.2,-0.46317583,-0.47537178,-0.42963603,-0.47803432,-0.49053073,-0.5063409,0.12531702,-0.24945354,-0.2354488,-0.23818098,-0.22673954,-0.23111048,-0.24885187,-0.23687683,-0.22219151
38,-6.233333333333334,-0.138277,-0.28374663,-0.2206572,-0.2175981,-0.31141937,-0.43170348,0.18958361,0.088830754,0.03701421,-0.031504337,-0.07362401,-0.13047095,0.06812145,-0.020341385,-0.10096636
39,-6.400000000000001,-0.4812695,-0.42833257,-0.49618286,-0.4259471,-0.49053073,-0.48146176,0.14969212,-0.17673047,-0.19170086,-0.20371296,-0.21316133,-0.2257645,-0.18092258,-0.23225631,-0.28109175
40,-7.766666666666667,0.3473874,0.42850733,0.44965237,0.19909984,0.5483151,0.6132205,0.024309544,0.34849933,0.48801428,0.5726225,0.66190994,0.721726,0.3714916,0.5535352,0.7106476
41,-8.733333333333333,1.0997956,1.1049683,1.0797986,1.1366702,1.0498269,0.98640764,0.836371,1.0576319,1.0158734,0.9856033,0.93842053,0.90463465,1.0509104,0.9942388,0.9120441
42,-7.599999999999999,0.059284586,0.26134157,0.42332834,0.042838104,0.19009237,0.36442906,0.69993216,0.2658802,0.32589084,0.36001396,0.40408623,0.4325709,0.27005282,0.29304025,0.31458032
43,-8.933333333333334,0.4115022,0.35073355,0.49523753,0.35536158,0.2975592,0.2151542,0.50650626,0.55249774,0.5262474,0.48284265,0.44915006,0.40593886,0.54403573,0.50697756,0.46315363
44,-4.866666666666666,-0.7323867,-0.68157506,-0.8179701,-0.63429606,-0.8129312,-0.80489063,-0.39400187,-0.364125,-0.4727864,-0.54457134,-0.6240539,-0.6753981,-0.3927599,-0.5915891,-0.7691931
45,-5.3,-1.3091594,-1.2622594,-1.1589067,-1.2593429,-1.2786207,-1.2029569,-1.2712796,-1.5288445,-1.5484278,-1.5505806,-1.5511247,-1.5496299,-1.5315752,-1.5513014,-1.5469998
46,-8.133333333333333,0.3131115,0.3251918,0.33085388,0.19909984,0.22591464,0.19027506,0.8902521,0.45327568,0.4389858,0.39161938,0.36821854,0.33050033,0.43612853,0.3749451,0.3134177
47,-4.6000000000000005,-1.4417845,-1.5926725,-1.4640423,-1.4156047,-1.4577321,-1.4517484,-2.0242336,-1.9374993,-2.023365,-2.0790231,-2.10592,-2.147658,-1.9466075,-2.0357232,-2.1119208
48,-5.666666666666667,0.29044238,0.08255012,-0.0904579,0.14701259,-0.024841238,-0.25754952,0.3977237,0.47857824,0.3678889,0.23988439,0.15170757,0.056068208,0.43612853,0.2522373,0.10910905
49,-5.900000000000001,-0.1935332,-0.10541394,-0.20247617,-0.26968533,-0.09648577,-0.008758078,0.10060107,-0.07268178,0.03701421,0.10059547,0.17261368,0.21698374,-0.05217603,0.03553384,0.101741605
50,-9.866666666666667,3.6725407,3.7413979,3.5898356,3.5847707,3.6648526,3.673355,2.2504587,2.135511,2.0444982,1.9680355,1.8825817,1.814017,2.1085448,1.9628491,1.7981428
51,-4.9,-1.261366,-1.2807707,-1.1958333,-1.3114302,-1.2786207,-1.227836,-1.4217657,-1.6037501,-1.6134291,-1.6600876,-1.6561387,-1.6796534,-1.626863,-1.6790146,-1.6985863
52,-10.2,2.9468536,2.6636176,2.3472714,2.803462,2.6976511,2.4045186,1.5474082,1.8442864,1.7577254,1.6992242,1.6186574,1.562477,1.8263813,1.7235968,1.594355
53,-4.6,-0.7647736,-0.9149787,-0.96931165,-0.73847055,-0.99204254,-1.0785612,-1.2355781,-0.40396455,-0.61430335,-0.77919346,-0.9318592,-1.0365739,-0.46918285,-0.78606,-1.0387233
54,-9.299999999999999,3.4261155,2.8383462,2.4594805,3.1680727,2.805118,2.1806064,1.5363983,2.0287936,1.8731356,1.7467357,1.6135056,1.5049967,1.9899762,1.7982633,1.5980058
55,-9.3,1.0299795,1.0215591,1.1215701,0.98040843,1.2289382,1.2849574,0.7864327,0.9039137,0.97277063,1.0228928,1.0686399,1.1041383,0.92154473,1.0290409,1.1079448
56,-6.466666666666666,-0.3800137,-0.57637316,-0.512691,-0.4259471,-0.5621753,-0.6804949,0.058624025,-0.14140147,-0.20615877,-0.28532842,-0.340166,-0.40607518,-0.15882748,-0.25548822,-0.35521555
57,-8.266666666666666,0.6617565,0.6169868,0.2569965,0.667885,0.47667056,0.28979164,0.7864327,0.7797318,0.71401626,0.6675156,0.59998083,0.55596024,0.7691623,0.69375336,0.5976197
58,-7.3,-0.20643552,-0.1880449,-0.28620768,-0.11342362,-0.16813032,-0.20779122,0.17373522,0.088830754,0.110934846,0.15142488,0.16393931,0.18641068,0.1065288,0.17831698,0.22533834
59,-7.666666666666667,0.3473874,0.42850733,0.44965237,0.19909984,0.5483151,0.6132205,0.024309544,0.34849933,0.48801428,0.5726225,0.66190994,0.721726,0.3714916,0.5535352,0.7106476
60,-7.6000000000000005,-0.22164257,-0.015072601,0.21754988,-0.2175981,-0.060663506,0.14051677,0.15774271,-0.0063959393,0.08664879,0.1468703,0.21354963,0.25629586,0.008958667,0.07431917,0.12505852
61,-4.8,-1.2538894,-1.230794,-1.160898,-1.2072557,-1.1711539,-1.1283195,-1.2712796,-1.456821,-1.3106762,-1.2391385,-1.1203591,-1.057644,-1.4409946,-1.2955838,-1.1366141
62,-6.366666666666667,-0.4950744,-0.53822917,-0.6128243,-0.37385982,-0.59799755,-0.65561575,-0.49565524,-0.106726006,-0.19170086,-0.21511994,-0.2752834,-0.2922605,-0.11541993,-0.18674766,-0.2509199
63,-4.5,-0.86118263,-1.0994672,-1.1847086,-1.050994,-0.920398,-1.0039238,-1.7205487,-1.1935976,-1.029942,-0.96033645,-0.8460099,-0.79537606,-1.1551461,-0.93439126,-0.7273284
64,-5.833333333333333,0.39384857,0.22758237,-0.008762481,0.30327433,0.22591464,0.11563764,0.43930554,0.5281808,0.48801428,0.460522,0.44053558,0.42927045,0.5138475,0.45298427,0.41292247
65,-9.3,0.9749327,1.30281,1.4725136,1.0845829,1.4080496,1.757661,0.6821119,0.9435425,1.0370234,1.1396155,1.208763,1.2817636,0.969649,1.1109245,1.2364349
66,-3.9,-1.7764484,-1.8285831,-1.6773717,-1.7802154,-1.708488,-1.6010233,-3.485097,-3.5858698,-3.7757695,-3.9057605,-4.001186,-4.0714235,-3.641592,-3.8393044,-3.9861495
67,-10.033333333333333,2.1683407,2.393677,2.5176082,2.5430257,2.3036063,2.454277,1.9772322,1.7319095,1.6388699,1.6215781,1.5529181,1.5382074,1.7191509,1.6439161,1.5583434
68,-7.033333333333334,-0.110850245,-0.20012577,-0.27234012,-0.11342362,-0.2039526,-0.23267037,-0.08282309,0.1794478,0.13488004,0.095892645,0.07793121,0.060403172,0.16267294,0.04336379,-0.05768138
69,-6.866666666666667,1.3783818,1.5176643,1.4228038,1.8138044,1.2289382,1.1356825,1.2835181,1.4698999,1.2965099,1.2160494,1.0891037,1.0259405,1.4384269,1.2559619,1.079531
70,-10.2,1.4779532,1.3654242,1.40263,1.3450191,1.5871608,1.6083862,0.5839113,1.1121708,1.1652083,1.2137158,1.2399178,1.2669153,1.1287237,1.2083718,1.2555746
71,-8.6,1.0898083,1.0657718,0.9522979,1.1887574,0.9065378,0.7624954,0.92701405,1.1121708,1.0158734,0.95567924,0.8681458,0.8137426,1.0957783,0.99862903,0.8854682
72,-9.8,0.7924055,1.1008809,1.4755076,1.0324957,1.4438717,1.931815,0.47993183,0.8634277,1.0509794,1.2066932,1.3319288,1.438425,0.90931886,1.1593713,1.3634704
73,-5.633333333333333,0.17769912,0.047117993,-0.12198388,0.19909984,-0.060663506,-0.25754952,-0.08282309,0.55249774,0.39872217,0.27393737,0.17606936,0.0981068,0.55894536,0.36853963,0.22472192
74,-5.8,-1.0214784,-0.9203932,-0.8330599,-1.1030812,-0.95622027,-0.87952805,-0.56682515,-1.1935976,-1.0776674,-1.0447483,-0.95787954,-0.928383,-1.1933533,-1.08185,-0.9360264
75,-4.133333333333333,-1.1234512,-1.2550548,-1.359878,-1.2593429,-1.2427984,-1.3024735,-2.1382825,-1.3874651,-1.4553455,-1.5907692,-1.6381038,-1.7347974,-1.4409946,-1.6245978,-1.7638782
76,-5.533333333333334,-0.5688819,-0.597577,-0.61812645,-0.63429606,-0.5621753,-0.5560992,-0.69220734,-0.48628017,-0.40619883,-0.36504892,-0.3061637,-0.27925494,-0.46918285,-0.39707878,-0.3379153
77,-7.099999999999999,0.4878187,0.5062247,0.5760918,0.667885,0.40502602,0.3893082,0.7058323,0.8010096,0.70552796,0.66092163,0.5922141,0.5574657,0.7823553,0.6644993,0.5533252
78,-7.166666666666667,0.041934595,0.15529679,0.17212632,-0.06133638,0.15427011,0.2649125,0.51964474,0.14972661,0.24981111,0.29485717,0.35911158,0.39072672,0.16267294,0.23493442,0.29232916
79,-6.866666666666667,-0.5458102,-0.54505455,-0.83860993,-0.4259471,-0.6338198,-0.70537406,-0.12002783,-0.17673047,-0.25028417,-0.26748404,-0.32549626,-0.33107558,-0.18092258,-0.23225631,-0.2637747
80,-8.066666666666666,0.19850002,0.05888772,0.0013685941,0.40744883,0.11844785,-0.033637222,0.7751413,0.5281808,0.4783212,0.5048555,0.46055704,0.46622136,0.54403573,0.57915866,0.5705187
81,-7.666666666666667,1.0862719,1.1933022,1.2082324,1.0845829,1.3005828,1.4342322,0.65806884,0.98234993,1.0300027,1.0899127,1.1309869,1.1793798,0.99323684,1.0840777,1.1735905
82,-6.666666666666667,0.15832895,0.31752473,0.19863123,0.2511871,0.19009237,0.2649125,0.51964474,0.47857824,0.44890505,0.44546568,0.43765318,0.44406125,0.46761274,0.4222095,0.4025572
83,-6.766666666666667,0.35860154,0.37805983,0.4702485,0.2511871,0.2975592,0.28979164,0.47993183,0.47857824,0.4783212,0.44924268,0.43909508,0.41487363,0.46761274,0.4315018,0.38714832
84,-6.3,-0.05171066,-0.100632384,-0.13667841,-0.11342362,-0.2039526,-0.28242865,0.3115046,0.1794478,0.13488004,0.072171085,0.025317986,-0.02977923,0.16267294,0.06663436,-0.036876455
85,-5.466666666666666,-0.7482998,-0.65489125,-1.0192366,-0.84264505,-0.6696421,-0.70537406,-0.97329825,-0.8067357,-0.6515968,-0.5516244,-0.44191724,-0.36608994,-0.78027713,-0.557541,-0.32260615
86,-4.7,-1.5252185,-1.5220288,-1.4588116,-1.3114302,-1.4935544,-1.4268692,-1.3829257,-1.6817775,-1.8626741,-1.839892,-1.9723126,-1.9396449,-1.6764302,-1.7583377,-1.8447425
87,-5.5,-0.8780366,-0.71150345,-0.7329551,-0.84264505,-0.6696421,-0.5560992,-0.91338897,-0.8067357,-0.6515968,-0.52359605,-0.3952499,-0.29506394,-0.66095734,-0.42795053,-0.22890043
88,-6.633333333333333,-0.077432215,-0.1219057,-0.08930262,0.042838104,-0.13230804,-0.20779122,0.3977237,0.29382733,0.2718966,0.23988439,0.21523045,0.18245795,0.2873541,0.24533807,0.19917387
89,-6.8,0.4512024,0.4259459,0.30857038,0.35536158,0.33338147,0.2649125,0.49326834,0.57650304,0.5450478,0.5012077,0.47469184,0.44460654,0.55894536,0.48319823,0.42537144
90,-4.8,-0.7713576,-0.6501799,-0.6766122,-0.7905578,-0.70546436,-0.6058575,-0.4840672,-0.66263497,-0.5959584,-0.5587094,-0.49558017,-0.45565334,-0.66095734,-0.6322193,-0.5676695
91,-4.3,-0.86118263,-1.0994672,-1.1847086,-1.050994,-0.920398,-1.0039238,-1.7205487,-1.1935976,-1.029942,-0.96033645,-0.8460099,-0.79537606,-1.1551461,-0.93439126,-0.7273284
92,-6.133333333333333,-0.7164493,-0.6722496,-0.65253514,-0.7905578,-0.70546436,-0.6804949,-0.25678146,-0.66263497,-0.5959584,-0.5801544,-0.52875006,-0.51366526,-0.66095734,-0.5973328,-0.5218347
93,-6.533333333333334,0.15832895,0.31752473,0.19863123,0.2511871,0.19009237,0.2649125,0.51964474,0.47857824,0.44890505,0.44546568,0.43765318,0.44406125,0.46761274,0.4222095,0.4025572
94,-8.133333333333335,1.706887,1.466078,1.1361557,1.7096299,1.2647605,0.9366494,1.3906507,1.44006,1.2783602,1.1469386,1.0103524,0.89839375,1.4012839,1.1692883,0.925153
95,-4.833333333333333,-1.3783337,-1.2557104,-1.2100986,-1.2072557,-1.314443,-1.2029569,-1.2712796,-1.456821,-1.5168322,-1.4481152,-1.495889,-1.4330463,-1.4409946,-1.4043883,-1.3798858
96,-11.5,2.1354444,2.4927907,2.6269968,2.1263278,2.4468954,2.777706,1.4726769,1.5137857,1.5374384,1.5645096,1.5629696,1.5734977,1.5193472,1.5492374,1.5513355
97,-7.966666666666666,0.28747118,0.26859525,0.32573932,0.14701259,0.4408483,0.46394566,0.14160402,0.29382733,0.42900875,0.51212597,0.59998083,0.65799564,0.3214731,0.50697756,0.6605105
98,-8.8,1.6615282,1.8293592,2.139571,1.8138044,1.9453835,2.1308482,0.7751413,1.363312,1.373002,1.4152944,1.4214337,1.447875,1.3729242,1.4353952,1.4709014
99,-6.3,-0.39687663,-0.34084538,-0.37812564,-0.47803432,-0.34724164,-0.25754952,-0.25678146,-0.24945354,-0.17736417,-0.15337,-0.09632031,-0.069647074,-0.24885187,-0.23687683,-0.20554982
100,-6.466666666666666,-0.54888546,-0.5530144,-0.6129139,-0.63429606,-0.526353,-0.5063409,-0.69220734,-0.48628017,-0.38995036,-0.34009218,-0.27058992,-0.23289639,-0.46918285,-0.38185665,-0.30922905
101,-7.400000000000001,-0.06834361,0.036741156,0.2831084,0.094925344,0.010981033,0.11563764,0.47993183,0.29382733,0.2936998,0.3318351,0.33454707,0.35746762,0.30449274,0.32299548,0.32038078
102,-7.466666666666666,3.4520955,3.1534753,3.320724,3.272247,3.0916963,2.7528267,1.9307259,2.0614522,1.9280386,1.825028,1.7156448,1.630974,2.0236876,1.8709989,1.7230642
103,-10.5,2.7789137,2.4336684,1.534485,2.803462,2.124495,1.6332653,1.3986288,1.9039216,1.7064466,1.5738537,1.4073868,1.3043176,1.8632076,1.6260098,1.3944945
104,-6.8,0.46284333,0.54026705,0.344076,0.51162326,0.69160414,0.7624954,0.4664934,0.57650304,0.6884245,0.7694686,0.83993757,0.8925181,0.60296065,0.74053425,0.8636172
105,-4.166666666666667,-1.1387761,-1.0760692,-1.0936134,-1.1551685,-1.0636871,-1.0039238,-1.0196015,-1.3205874,-1.2294192,-1.1751539,-1.0872045,-1.0430222,-1.3129966,-1.2608504,-1.1824799
106,-8.4,1.0536072,0.983869,0.98172414,1.1366702,0.94236004,0.7873745,1.3826363,1.0759883,1.0016271,0.9584232,0.89581907,0.859139,1.0622312,1.0030081,0.9263044
107,-6.5,0.26419097,0.19944541,0.10086875,0.14701259,0.15427011,0.065879345,0.4664934,0.4016205,0.38850677,0.3479981,0.33144733,0.2981518,0.38786596,0.3328612,0.29055855
108,-8.200000000000001,1.0506063,1.1930736,1.2849307,0.98040843,1.1214714,1.2351991,1.1374621,0.9630462,0.97277063,0.9693506,0.9678206,0.96365434,0.9577406,0.9496798,0.9381482
109,-8.066666666666666,0.6144862,0.5713209,0.6041994,0.667885,0.47667056,0.36442906,1.0280215,0.8010096,0.72246224,0.66092163,0.59739655,0.5433506,0.7823553,0.68051964,0.5807407
110,-4.933333333333334,-1.0439868,-1.0873212,-1.0726279,-1.1030812,-1.0995094,-1.1034404,-1.0040319,-1.1331928,-1.1518564,-1.2068247,-1.2111484,-1.2464987,-1.1551461,-1.2184345,-1.2549173
111,-6.5,-0.2851545,-0.10563056,0.08273232,-0.2175981,-0.09648577,0.065879345,0.22086164,-0.0063959393,0.110934846,0.174004,0.25336966,0.2987571,0.008958667,0.10846584,0.1922445
112,-5.5,-0.9946746,-0.9732635,-0.89491683,-0.7905578,-0.99204254,-0.9541655,-0.666409,-0.7094475,-0.7686308,-0.7231147,-0.76492655,-0.73729885,-0.6900674,-0.67387253,-0.67861366
113,-6.033333333333334,-0.6379981,-0.6376767,-0.64837724,-0.73847055,-0.6696421,-0.6804949,-0.15803224,-0.5723822,-0.5244889,-0.53055716,-0.4983156,-0.49947262,-0.5763022,-0.5407761,-0.4984314
114,-5.333333333333333,0.010087666,-0.13949615,-0.250918,-0.16551086,-0.13230804,-0.28242865,0.006898879,0.14972661,0.13488004,0.08644674,0.08713079,0.065442584,0.12543562,0.089582324,0.08621479
115,-5.133333333333334,-0.7087027,-0.5410602,-0.7908011,-0.73847055,-0.59799755,-0.58097833,-0.79933995,-0.61696535,-0.5070804,-0.42267224,-0.32793146,-0.25906402,-0.60408825,-0.44885564,-0.2509199
116,-9.066666666666666,1.6142639,1.6724817,1.7224836,1.5012809,1.7304499,1.8322984,1.178508,1.2167034,1.2476742,1.2733139,1.2793672,1.2908888,1.2241497,1.282027,1.3183193
117,-8.466666666666667,2.3716915,2.1830525,2.3831344,2.386764,2.3394284,2.280123,1.5216099,1.6530607,1.5990179,1.5794337,1.5326047,1.5107535,1.6467514,1.6169826,1.5710226
118,-10.0,1.712087,1.7525276,1.7879615,1.9179788,1.5155163,1.3844739,1.3986288,1.4992712,1.3672383,1.2867565,1.174319,1.1017822,1.4748334,1.3329551,1.1758596
119,-7.066666666666666,-0.2023258,-0.18917628,-0.23227087,-0.32177258,-0.23977485,-0.23267037,0.4047227,-0.03924557,-0.014108296,-0.036613807,-0.021338874,-0.033636734,-0.05217603,-0.07816956,-0.09634959
120,-6.3,-0.67455906,-0.7913893,-0.6467789,-0.53012156,-0.6696421,-0.70537406,-0.25678146,-0.364125,-0.37385485,-0.3277586,-0.3182164,-0.2922605,-0.3435258,-0.28857246,-0.25262734
121,-6.2,0.05445374,-0.042812865,-0.012725145,-0.009249136,-0.09648577,-0.20779122,0.36944887,0.29382733,0.23866017,0.174004,0.13227679,0.08187188,0.27005282,0.17471316,0.09703217
122,-5.633333333333333,-0.797998,-1.0410409,-1.023144,-0.8947323,-0.8845757,-0.9790446,-0.666409,-0.85734355,-0.80949646,-0.80384463,-0.7616436,-0.75944656,-0.8429798,-0.77321196,-0.71675324
123,-6.900000000000001,0.8029384,0.6626498,0.4669709,0.71997225,0.69160414,0.51370394,0.09228504,0.7797318,0.77227825,0.7632843,0.7413801,0.72350407,0.7823553,0.7984476,0.795211
124,-7.133333333333333,-0.110850245,-0.20012577,-0.27234012,-0.11342362,-0.2039526,-0.23267037,-0.08282309,0.1794478,0.13488004,0.095892645,0.07793121,0.060403172,0.16267294,0.04336379,-0.05768138
125,-5.8,0.39384857,0.22758237,-0.008762481,0.30327433,0.22591464,0.11563764,0.43930554,0.5281808,0.48801428,0.460522,0.44053558,0.42927045,0.5138475,0.45298427,0.41292247
126,-8.2,1.1291527,1.3295242,1.5511845,1.1887574,1.6229831,1.9566941,0.5584846,0.9630462,1.0989445,1.2392031,1.3327104,1.4254578,1.004917,1.2275723,1.405062
127,-4.233333333333333,0.124818586,-0.17632045,-0.34715372,-0.009249136,-0.45470846,-0.70537406,-0.44975275,0.55249774,0.23866017,-0.08862749,-0.33525935,-0.58576554,0.43612853,-0.14245763,-0.65934485
128,-6.966666666666666,0.30735883,0.11128199,0.3306706,0.30327433,0.082625575,-0.05851637,0.47993183,0.55249774,0.45876655,0.37193933,0.2984948,0.22532101,0.5290037,0.40032083,0.26733854
129,-5.900000000000001,0.1447673,0.28519663,0.17974941,0.51162326,0.010981033,-0.008758078,0.5456326,0.736438,0.55437,0.464264,0.33454707,0.26563892,0.7017323,0.46815985,0.25043988
130,-8.633333333333333,2.3716915,2.1830525,2.3831344,2.386764,2.3394284,2.280123,1.5216099,1.6530607,1.5990179,1.5794337,1.5326047,1.5107535,1.6467514,1.6169826,1.5710226
131,-8.5,2.3658388,2.4535444,2.029039,2.2825894,2.2319617,2.08109,1.5907764,1.6530607,1.5736295,1.5014265,1.4177502,1.3531163,1.6302669,1.5126898,1.3748269
